date,total,power,traffic,residential_scope1,residential_scope2,industrial,avation,city,traffic_NOx,traffic_pm25
2020-07-09,25290.7,21268.788,,0.0,10193.018,,,Chennai,,
2020-07-10,25151.812,21289.046,,0.0,10269.505,,,Chennai,,
2020-07-11,23588.827,19861.349,,503.472,10229.106,,,Chennai,,
2020-07-12,23771.248,18431.629,,1323.062,10030.242,,,Chennai,,
2020-07-13,26616.527,21281.164,,1322.411,10221.721,,,Chennai,,
2020-07-14,26274.11,22283.581,,0.0,10224.332,,,Chennai,,
2020-07-15,25466.611,21487.671,,0.0,10197.553,,,Chennai,,
2020-07-16,25307.426,21188.569,,0.0,10198.788,,,Chennai,,
2020-07-17,25743.981,21762.813,,0.0,10238.277,,,Chennai,,
2020-07-18,25444.829,22138.265,,0.0,10253.495,,,Chennai,,
2020-07-19,25178.243,20900.712,,0.0,10243.08,,,Chennai,,
2020-07-20,25835.391,20759.205,,908.011,10181.735,,,Chennai,,
2020-07-21,24707.677,20518.359,,0.0,10248.568,,,Chennai,,
2020-07-22,25715.412,21490.514,,92.493,10209.424,,,Chennai,,
2020-07-23,26647.442,21415.07,,1096.207,10200.605,,,Chennai,,
2020-07-24,25601.157000000003,21496.965,,65.543,10245.054,,,Chennai,,
2020-07-25,24593.394,21197.104,,65.543,10242.024,,,Chennai,,
2020-07-26,24876.119,20471.646,,0.0,10167.2,,,Chennai,,
2020-07-27,26742.309,21328.981,,0.0,10185.536,,,Chennai,,
2020-07-28,28736.323,22018.934,,988.378,10260.807,,,Chennai,,
2020-07-29,28124.301,21676.593,,0.0,10287.812,,,Chennai,,
2020-07-30,28044.692,21236.552,,0.0,10203.369,,,Chennai,,
2020-07-31,29825.041,21926.01,,1203.76,10290.575,,,Chennai,,
2020-08-01,24480.36,21277.702,,0.0,10232.235,,,Chennai,,
2020-08-02,24731.124,20540.931,,0.0,10162.478,,,Chennai,,
2020-08-03,24280.206,20179.422,,0.0,10231.021,,,Chennai,,
2020-08-04,24226.307,20136.981,,0.0,10089.043,,,Chennai,,
2020-08-05,24121.372,20028.75,,0.0,10050.783,,,Chennai,,
2020-08-06,23592.557,19507.021,,0.0,10017.43,,,Chennai,,
2020-08-07,25710.392,20665.991,,1205.207,10074.121,,,Chennai,,
2020-08-08,25011.036,21637.456,,0.0,10134.998,,,Chennai,,
2020-08-09,25663.126,20995.799,,0.0,10087.045,,,Chennai,,
2020-08-10,25718.289,21149.245,,0.0,10046.592,,,Chennai,,
