index,geometry,lat,lon,avation,brick_kiln,industrial,power,power_pm25,residential_scope1,residential_scope2,traffic,traffic_NOx,traffic_pm25,total_co2,total_pollutant
Delhi_6919,"POLYGON ((77.24768254706748 28.586287074712242, 77.24768254706748 28.59023104284881, 77.24319097064689 28.59023104284881, 77.24319097064689 28.586287074712242, 77.24768254706748 28.586287074712242))",28.58825905878053,77.24543675885718,,,,8068.113,,329.742,1115.228,99.195,0.179,0.0,8497.05,0.179
Delhi_6920,"POLYGON ((77.24768254706748 28.59023104284881, 77.24768254706748 28.59417486303311, 77.24319097064689 28.59417486303311, 77.24319097064689 28.59023104284881, 77.24768254706748 28.59023104284881))",28.59220295294096,77.24543675885717,,,,6829.016,,367.02,1241.313,99.195,0.179,0.0,7295.231,0.179
Delhi_6921,"POLYGON ((77.24768254706748 28.59417486303311, 77.24768254706748 28.59811853525201, 77.24319097064689 28.59811853525201, 77.24319097064689 28.59417486303311, 77.24768254706748 28.59417486303311))",28.596146699142555,77.24543675885718,,,,5197.612,,50.381,169.524,106.192,0.185,0.0,5354.185,0.185
Delhi_6922,"POLYGON ((77.24768254706748 28.59811853525201, 77.24768254706748 28.602062059492383, 77.24319097064689 28.602062059492383, 77.24319097064689 28.59811853525201, 77.24768254706748 28.59811853525201))",28.6000902973722,77.24543675885717,,,,4230.814,,36.025,121.209,69.501,0.138,0.0,4336.34,0.138
Delhi_6923,"POLYGON ((77.24768254706748 28.602062059492383, 77.24768254706748 28.606005435741103, 77.24319097064689 28.606005435741103, 77.24319097064689 28.602062059492383, 77.24768254706748 28.602062059492383))",28.604033747616747,77.2454367588572,,,,4246.397,,5.034,16.928,58.305,0.092,0.0,4309.736,0.092
Delhi_6924,"POLYGON ((77.24768254706748 28.606005435741103, 77.24768254706748 28.60994866398504, 77.24319097064689 28.60994866398504, 77.24319097064689 28.606005435741103, 77.24768254706748 28.606005435741103))",28.60797704986307,77.2454367588572,,,,6169.657,,6.391,21.441,79.114,0.135,0.0,6255.162,0.135
Delhi_6925,"POLYGON ((77.24768254706748 28.60994866398504, 77.24768254706748 28.61389174421107, 77.24319097064689 28.61389174421107, 77.24319097064689 28.60994866398504, 77.24768254706748 28.60994866398504))",28.611920204098055,77.24543675885718,,,,10223.557,,80.471,268.052,79.114,0.135,0.0,10383.142,0.135
Delhi_6926,"POLYGON ((77.24768254706748 28.61389174421107, 77.24768254706748 28.617834676406083, 77.24319097064689 28.617834676406083, 77.24319097064689 28.61389174421107, 77.24768254706748 28.61389174421107))",28.615863210308575,77.24543675885718,,,,12327.572,,59.431,197.958,70.084,0.116,0.0,12457.087,0.116
Delhi_6927,"POLYGON ((77.24768254706748 28.617834676406083, 77.24768254706748 28.621777460556952, 77.24319097064689 28.621777460556952, 77.24319097064689 28.617834676406083, 77.24768254706748 28.617834676406083))",28.619806068481513,77.24543675885718,,,,12327.572,,63.153,210.323,30.069,0.072,0.0,12420.794,0.072
Delhi_6928,"POLYGON ((77.24768254706748 28.621777460556952, 77.24768254706748 28.625720096650582, 77.24319097064689 28.625720096650582, 77.24319097064689 28.621777460556952, 77.24768254706748 28.621777460556952))",28.62374877860377,77.24543675885718,,,,11380.127,,95.052,313.547,34.803,0.074,0.0,11509.982,0.074
Delhi_6929,"POLYGON ((77.24768254706748 28.625720096650582, 77.24768254706748 28.62966258467385, 77.24319097064689 28.62966258467385, 77.24319097064689 28.625720096650582, 77.24768254706748 28.625720096650582))",28.627691340662217,77.24543675885718,,,,11310.718,,78.137,257.865,100.27,0.195,0.0,11489.125,0.195
Delhi_6930,"POLYGON ((77.24768254706748 28.62966258467385, 77.24768254706748 28.63360492461366, 77.24319097064689 28.63360492461366, 77.24319097064689 28.62966258467385, 77.24768254706748 28.62966258467385))",28.631633754643754,77.24543675885718,,,,10074.915,,415.435,1361.564,100.27,0.195,0.0,10590.62,0.195
Delhi_6931,"POLYGON ((77.24768254706748 28.63360492461366, 77.24768254706748 28.637547116456908, 77.24319097064689 28.637547116456908, 77.24319097064689 28.63360492461366, 77.24768254706748 28.63360492461366))",28.635576020535286,77.24543675885717,,,,9958.381,,325.153,1065.68,119.14,0.192,0.0,10402.674,0.192
Delhi_6932,"POLYGON ((77.24768254706748 28.637547116456908, 77.24768254706748 28.641489160190492, 77.24319097064689 28.641489160190492, 77.24319097064689 28.637547116456908, 77.24768254706748 28.637547116456908))",28.639518138323698,77.24543675885718,,,,8801.951,,482.414,1576.223,125.239,0.221,0.0,9409.604,0.221
Delhi_6933,"POLYGON ((77.24768254706748 28.641489160190492, 77.24768254706748 28.645431055801318, 77.24319097064689 28.645431055801318, 77.24319097064689 28.641489160190492, 77.24768254706748 28.641489160190492))",28.643460107995903,77.24543675885718,,,,6836.66,,852.279,2784.702,171.475,0.319,0.0,7860.414,0.319
Delhi_6934,"POLYGON ((77.24768254706748 28.645431055801318, 77.24768254706748 28.6493728032763, 77.24319097064689 28.6493728032763, 77.24319097064689 28.645431055801318, 77.24768254706748 28.645431055801318))",28.647401929538812,77.24543675885717,,,,6908.467,,608.377,1977.0,155.572,0.27,0.0,7672.416,0.27
Delhi_6935,"POLYGON ((77.24768254706748 28.6493728032763, 77.24768254706748 28.653314402602344, 77.24319097064689 28.653314402602344, 77.24319097064689 28.6493728032763, 77.24768254706748 28.6493728032763))",28.65134360293932,77.24543675885718,,,,6908.467,,263.137,855.082,155.572,0.27,0.0,7327.176,0.27
Delhi_6936,"POLYGON ((77.24768254706748 28.653314402602344, 77.24768254706748 28.657255853766365, 77.24319097064689 28.657255853766365, 77.24319097064689 28.653314402602344, 77.24768254706748 28.653314402602344))",28.65528512818435,77.24543675885717,,,,6769.549,,20.814,67.589,115.011,0.174,0.0,6905.374,0.174
Delhi_6937,"POLYGON ((77.24768254706748 28.657255853766365, 77.24768254706748 28.66119715675529, 77.24319097064689 28.66119715675529, 77.24319097064689 28.657255853766365, 77.24768254706748 28.657255853766365))",28.659226505260825,77.24543675885718,,,,5956.491,,79.956,259.62,171.655,0.284,0.0,6208.102,0.284
Delhi_6938,"POLYGON ((77.24768254706748 28.66119715675529, 77.24768254706748 28.665138311556028, 77.24319097064689 28.665138311556028, 77.24319097064689 28.66119715675529, 77.24768254706748 28.66119715675529))",28.663167734155657,77.24543675885718,,,,4613.04,,20.491,66.562,26.38,0.042,0.0,4659.911,0.042
Delhi_6939,"POLYGON ((77.24768254706748 28.665138311556028, 77.24768254706748 28.669079318155497, 77.24319097064689 28.669079318155497, 77.24319097064689 28.665138311556028, 77.24768254706748 28.665138311556028))",28.66710881485577,77.24543675885718,,,,4310.449,,0.041,0.365,26.38,0.042,0.0,4336.87,0.042
Delhi_6940,"POLYGON ((77.24768254706748 28.669079318155497, 77.24768254706748 28.67302017654065, 77.24319097064689 28.67302017654065, 77.24319097064689 28.669079318155497, 77.24768254706748 28.669079318155497))",28.671049747348075,77.24543675885718,,,,5581.71,,618.424,2001.786,2.841,0.0,0.0,6202.975,0.0
Delhi_6941,"POLYGON ((77.24768254706748 28.67302017654065, 77.24768254706748 28.676960886698403, 77.24319097064689 28.676960886698403, 77.24319097064689 28.67302017654065, 77.24768254706748 28.67302017654065))",28.674990531619528,77.2454367588572,,,,4522.388,,84.387,273.73,44.819,0.079,0.0,4651.594,0.079
Delhi_6942,"POLYGON ((77.24768254706748 28.676960886698403, 77.24768254706748 28.680901448615696, 77.24319097064689 28.680901448615696, 77.24319097064689 28.676960886698403, 77.24768254706748 28.676960886698403))",28.67893116765705,77.24543675885718,,,,2396.4,,0.0,0.0,0.425,0.0,0.0,2396.825,0.0
Delhi_6943,"POLYGON ((77.24768254706748 28.680901448615696, 77.24768254706748 28.684841862279452, 77.24319097064689 28.684841862279452, 77.24319097064689 28.680901448615696, 77.24768254706748 28.680901448615696))",28.682871655447567,77.24543675885717,,,,2396.4,,0.0,0.0,1.216,0.0,0.0,2397.616,0.0
Delhi_6944,"POLYGON ((77.24768254706748 28.684841862279452, 77.24768254706748 28.688782127676628, 77.24319097064689 28.688782127676628, 77.24319097064689 28.684841862279452, 77.24768254706748 28.684841862279452))",28.686811994978044,77.24543675885717,,,,3820.665,,0.0,0.0,1.216,0.0,0.0,3821.881,0.0
Delhi_6945,"POLYGON ((77.24768254706748 28.688782127676628, 77.24768254706748 28.692722244794172, 77.24319097064689 28.692722244794172, 77.24319097064689 28.688782127676628, 77.24768254706748 28.688782127676628))",28.6907521862354,77.24543675885718,,,,4296.037,,0.0,0.0,3.867,0.0,0.0,4299.904,0.0
Delhi_6946,"POLYGON ((77.24768254706748 28.692722244794172, 77.24768254706748 28.696662213619014, 77.24319097064689 28.696662213619014, 77.24319097064689 28.692722244794172, 77.24768254706748 28.692722244794172))",28.694692229206595,77.24543675885718,,,,2434.127,,0.0,0.0,2.149,0.0,0.0,2436.276,0.0
Delhi_6947,"POLYGON ((77.24768254706748 28.696662213619014, 77.24768254706748 28.700602034138118, 77.24319097064689 28.700602034138118, 77.24319097064689 28.696662213619014, 77.24768254706748 28.696662213619014))",28.69863212387857,77.24543675885717,,,,2371.227,,0.0,0.0,0.392,0.0,0.0,2371.619,0.0
Delhi_6948,"POLYGON ((77.24768254706748 28.700602034138118, 77.24768254706748 28.704541706338436, 77.24319097064689 28.704541706338436, 77.24319097064689 28.700602034138118, 77.24768254706748 28.700602034138118))",28.702571870238277,77.24543675885717,,,,4102.496,,0.065,0.365,15.635,0.004,0.0,4118.196,0.004
Delhi_6949,"POLYGON ((77.24768254706748 28.704541706338436, 77.24768254706748 28.708481230206925, 77.24319097064689 28.708481230206925, 77.24319097064689 28.704541706338436, 77.24768254706748 28.704541706338436))",28.70651146827268,77.24543675885718,,,,5321.829,,9.225,29.86,15.635,0.004,0.0,5346.689,0.004
Delhi_6950,"POLYGON ((77.24768254706748 28.708481230206925, 77.24768254706748 28.712420605730543, 77.24319097064689 28.712420605730543, 77.24319097064689 28.708481230206925, 77.24768254706748 28.708481230206925))",28.710450917968735,77.24543675885718,,,,4140.905,,106.971,347.061,19.325,0.026,0.0,4267.201,0.026
Delhi_6951,"POLYGON ((77.24768254706748 28.712420605730543, 77.24768254706748 28.716359832896256, 77.24319097064689 28.716359832896256, 77.24319097064689 28.712420605730543, 77.24768254706748 28.712420605730543))",28.7143902193134,77.24543675885718,,,,4140.905,,41.119,133.44,27.527,0.072,0.0,4209.551,0.072
